VALOR,UNIDAD,VIGENCIADESDE,VIGENCIAHASTA
2279.56,COP,03/05/2002,03/05/2002
2286.39,COP,04/05/2002,06/05/2002
2285.64,COP,07/05/2002,07/05/2002
2286.60,COP,08/05/2002,08/05/2002
2284.93,COP,09/05/2002,09/05/2002
2289.17,COP,10/05/2002,10/05/2002
2292.00,COP,11/05/2002,14/05/2002
2293.00,COP,15/05/2002,15/05/2002
2300.02,COP,16/05/2002,16/05/2002
2314.21,COP,17/05/2002,17/05/2002
2332.68,COP,18/05/2002,20/05/2002
2350.20,COP,21/05/2002,21/05/2002
2363.28,COP,22/05/2002,22/05/2002
2349.80,COP,23/05/2002,23/05/2002
2338.55,COP,24/05/2002,24/05/2002
2331.07,COP,25/05/2002,27/05/2002
2309.85,COP,28/05/2002,28/05/2002
2314.30,COP,29/05/2002,29/05/2002
2317.12,COP,30/05/2002,30/05/2002
2321.16,COP,31/05/2002,31/05/2002
2321.68,COP,01/06/2002,04/06/2002
2324.54,COP,05/06/2002,05/06/2002
2331.69,COP,06/06/2002,06/06/2002
2335.30,COP,07/06/2002,07/06/2002
2336.11,COP,08/06/2002,11/06/2002
2340.36,COP,12/06/2002,12/06/2002
2347.68,COP,13/06/2002,13/06/2002
2357.14,COP,14/06/2002,14/06/2002
2369.12,COP,15/06/2002,17/06/2002
2379.92,COP,18/06/2002,18/06/2002
2383.31,COP,19/06/2002,19/06/2002
2393.87,COP,20/06/2002,20/06/2002
2391.65,COP,21/06/2002,21/06/2002
2384.22,COP,22/06/2002,24/06/2002
2383.41,COP,25/06/2002,25/06/2002
2386.18,COP,26/06/2002,26/06/2002
2392.13,COP,27/06/2002,27/06/2002
2398.14,COP,28/06/2002,28/06/2002
2398.82,COP,29/06/2002,02/07/2002
2410.54,COP,03/07/2002,03/07/2002
2425.42,COP,04/07/2002,04/07/2002
2426.40,COP,05/07/2002,05/07/2002
2434.32,COP,06/07/2002,08/07/2002
2457.39,COP,09/07/2002,09/07/2002
2462.18,COP,10/07/2002,10/07/2002
2482.21,COP,11/07/2002,11/07/2002
2506.84,COP,12/07/2002,12/07/2002
2513.99,COP,13/07/2002,15/07/2002
2507.21,COP,16/07/2002,16/07/2002
2499.92,COP,17/07/2002,17/07/2002
2524.76,COP,18/07/2002,18/07/2002
2538.47,COP,19/07/2002,19/07/2002
2529.57,COP,20/07/2002,22/07/2002
2517.42,COP,23/07/2002,23/07/2002
2539.00,COP,24/07/2002,24/07/2002
2572.42,COP,25/07/2002,25/07/2002
2580.15,COP,26/07/2002,26/07/2002
2596.26,COP,27/07/2002,29/07/2002
2599.57,COP,30/07/2002,30/07/2002
2625.06,COP,31/07/2002,31/07/2002
2636.30,COP,01/08/2002,01/08/2002
2640.35,COP,02/08/2002,02/08/2002
2643.03,COP,03/08/2002,05/08/2002
2663.81,COP,06/08/2002,06/08/2002
2670.61,COP,07/08/2002,08/08/2002
2686.54,COP,27/02/2004,27/02/2004
2682.34,COP,28/02/2004,01/03/2004
2662.81,COP,02/03/2004,02/03/2004
2660.42,COP,03/03/2004,03/03/2004
2670.97,COP,04/03/2004,04/03/2004
2676.41,COP,05/03/2004,05/03/2004
2673.29,COP,06/03/2004,08/03/2004
2675.65,COP,09/03/2004,09/03/2004
2679.22,COP,10/03/2004,10/03/2004
2685.17,COP,11/03/2004,11/03/2004
2683.08,COP,12/03/2004,12/03/2004
2669.48,COP,13/03/2004,15/03/2004
2661.45,COP,16/03/2004,16/03/2004
2648.97,COP,17/03/2004,17/03/2004
2650.21,COP,18/03/2004,18/03/2004
2669.07,COP,19/03/2004,19/03/2004
2669.39,COP,20/03/2004,23/03/2004
2664.50,COP,24/03/2004,24/03/2004
2667.05,COP,25/03/2004,25/03/2004
2679.33,COP,26/03/2004,26/03/2004
2673.68,COP,27/03/2004,29/03/2004
2676.93,COP,30/03/2004,30/03/2004
2678.16,COP,31/03/2004,31/03/2004
2682.09,COP,01/04/2004,01/04/2004
2671.01,COP,02/04/2004,02/04/2004
2666.55,COP,03/04/2004,05/04/2004
2667.06,COP,06/04/2004,06/04/2004
2663.05,COP,07/04/2004,07/04/2004
2659.05,COP,08/04/2004,12/04/2004
2648.80,COP,13/04/2004,13/04/2004
2642.55,COP,14/04/2004,14/04/2004
2631.72,COP,15/04/2004,15/04/2004
2619.59,COP,16/04/2004,16/04/2004
2620.19,COP,17/04/2004,19/04/2004
2628.19,COP,22/04/2004,22/04/2004
2618.21,COP,23/04/2004,23/04/2004
1804.06,COP,16/03/2013,18/03/2013
1809.58,COP,19/03/2013,19/03/2013
1809.83,COP,20/03/2013,20/03/2013
1812.35,COP,21/03/2013,21/03/2013
1822.78,COP,22/03/2013,22/03/2013
1825.79,COP,23/03/2013,26/03/2013
1828.95,COP,27/03/2013,27/03/2013
1832.20,COP,28/03/2013,01/04/2013
1823.12,COP,02/04/2013,02/04/2013
1817.14,COP,03/04/2013,03/04/2013
1819.93,COP,04/04/2013,04/04/2013
1829.01,COP,05/04/2013,05/04/2013
1826.88,COP,06/04/2013,08/04/2013
1817.66,COP,09/04/2013,09/04/2013
1813.11,COP,10/04/2013,10/04/2013
1821.20,COP,11/04/2013,11/04/2013
1823.84,COP,12/04/2013,12/04/2013
1827.79,COP,13/04/2013,15/04/2013
1834.86,COP,16/04/2013,16/04/2013
1833.98,COP,17/04/2013,17/04/2013
1846.46,COP,18/04/2013,18/04/2013
1847.02,COP,19/04/2013,19/04/2013
1835.57,COP,20/04/2013,22/04/2013
1841.14,COP,23/04/2013,23/04/2013
1838.03,COP,24/04/2013,24/04/2013
1836.79,COP,25/04/2013,25/04/2013
1830.84,COP,26/04/2013,26/04/2013
1833.70,COP,27/04/2013,29/04/2013
1828.79,COP,30/04/2013,30/04/2013
1825.83,COP,01/05/2013,02/05/2013
1836.34,COP,03/05/2013,03/05/2013
1835.88,COP,04/05/2013,06/05/2013
1831.42,COP,07/05/2013,07/05/2013
1827.13,COP,08/05/2013,08/05/2013
1830.70,COP,09/05/2013,09/05/2013
1833.07,COP,10/05/2013,10/05/2013
1834.83,COP,11/05/2013,14/05/2013
1838.63,COP,15/05/2013,15/05/2013
1843.75,COP,16/05/2013,16/05/2013
1838.82,COP,17/05/2013,17/05/2013
1841.35,COP,18/05/2013,20/05/2013
1842.59,COP,21/05/2013,21/05/2013
1846.76,COP,22/05/2013,22/05/2013
1850.55,COP,23/05/2013,23/05/2013
1864.02,COP,24/05/2013,24/05/2013
1874.10,COP,25/05/2013,28/05/2013
1897.10,COP,29/05/2013,29/05/2013
1894.13,COP,30/05/2013,30/05/2013
1891.48,COP,31/05/2013,31/05/2013
1907.76,COP,01/06/2013,04/06/2013
1894.40,COP,05/06/2013,05/06/2013
1899.08,COP,06/06/2013,06/06/2013
1907.88,COP,07/06/2013,07/06/2013
1898.80,COP,08/06/2013,11/06/2013
1907.12,COP,12/06/2013,12/06/2013
1897.53,COP,13/06/2013,13/06/2013
1895.01,COP,14/06/2013,14/06/2013
1882.38,COP,15/06/2013,17/06/2013
1883.57,COP,18/06/2013,18/06/2013
1902.47,COP,19/06/2013,19/06/2013
1900.87,COP,20/06/2013,20/06/2013
1937.26,COP,21/06/2013,21/06/2013
1941.06,COP,22/06/2013,24/06/2013
1942.97,COP,25/06/2013,25/06/2013
1928.27,COP,26/06/2013,26/06/2013
1921.86,COP,27/06/2013,27/06/2013
1922.63,COP,28/06/2013,28/06/2013
1929.00,COP,29/06/2013,02/07/2013
1919.42,COP,03/07/2013,03/07/2013
1915.45,COP,04/07/2013,05/07/2013
1927.40,COP,06/07/2013,08/07/2013
1926.84,COP,09/07/2013,09/07/2013
1920.12,COP,10/07/2013,10/07/2013
1920.24,COP,11/07/2013,11/07/2013
1910.79,COP,12/07/2013,12/07/2013
1905.25,COP,13/07/2013,15/07/2013
1893.16,COP,16/07/2013,16/07/2013
1878.42,COP,17/07/2013,17/07/2013
1873.25,COP,18/07/2013,18/07/2013
1883.29,COP,19/07/2013,19/07/2013
1884.01,COP,20/07/2013,22/07/2013
1880.87,COP,23/07/2013,23/07/2013
1886.06,COP,24/07/2013,24/07/2013
1891.02,COP,25/07/2013,25/07/2013
1887.40,COP,26/07/2013,26/07/2013
1886.26,COP,27/07/2013,29/07/2013
1888.95,COP,30/07/2013,30/07/2013
1890.33,COP,31/07/2013,31/07/2013
1896.15,COP,01/08/2013,01/08/2013
1896.65,COP,02/08/2013,02/08/2013
1891.67,COP,03/08/2013,05/08/2013
1883.24,COP,06/08/2013,06/08/2013
1882.01,COP,07/08/2013,08/08/2013
1877.23,COP,09/08/2013,09/08/2013
1873.92,COP,10/08/2013,12/08/2013
1868.90,COP,13/08/2013,13/08/2013
1882.36,COP,14/08/2013,14/08/2013
1883.15,COP,15/08/2013,15/08/2013
1901.03,COP,16/08/2013,16/08/2013
1907.06,COP,17/08/2013,20/08/2013
1922.73,COP,21/08/2013,21/08/2013
1929.75,COP,22/08/2013,22/08/2013
1921.99,COP,23/08/2013,23/08/2013
1911.16,COP,24/08/2013,26/08/2013
1922.96,COP,27/08/2013,27/08/2013
1938.26,COP,28/08/2013,28/08/2013
1939.85,COP,29/08/2013,29/08/2013
1943.04,COP,30/08/2013,30/08/2013
1935.43,COP,31/08/2013,03/09/2013
1946.28,COP,04/09/2013,04/09/2013
1938.99,COP,05/09/2013,05/09/2013
1952.11,COP,06/09/2013,06/09/2013
1947.99,COP,07/09/2013,09/09/2013
1946.06,COP,10/09/2013,10/09/2013
1935.55,COP,11/09/2013,11/09/2013
1923.64,COP,12/09/2013,12/09/2013
1919.25,COP,13/09/2013,13/09/2013
1919.54,COP,14/09/2013,16/09/2013
1917.03,COP,17/09/2013,17/09/2013
1914.12,COP,18/09/2013,18/09/2013
1911.30,COP,19/09/2013,19/09/2013
1887.30,COP,20/09/2013,20/09/2013
1889.12,COP,21/09/2013,23/09/2013
1892.89,COP,24/09/2013,24/09/2013
2349.59,COP,03/05/2005,03/05/2005
2345.45,COP,04/05/2005,04/05/2005
2337.08,COP,05/05/2005,05/05/2005
2338.44,COP,06/05/2005,06/05/2005
2622.74,COP,24/04/2004,26/04/2004
2613.94,COP,27/04/2004,27/04/2004
2620.97,COP,28/04/2004,28/04/2004
2635.96,COP,29/04/2004,29/04/2004
2646.99,COP,30/04/2004,30/04/2004
2655.18,COP,01/05/2004,03/05/2004
2670.92,COP,04/05/2004,04/05/2004
2664.79,COP,05/05/2004,05/05/2004
2658.43,COP,06/05/2004,06/05/2004
2690.68,COP,07/05/2004,07/05/2004
2708.02,COP,08/05/2004,10/05/2004
2731.79,COP,11/05/2004,11/05/2004
2729.54,COP,12/05/2004,12/05/2004
2729.01,COP,13/05/2004,13/05/2004
2741.66,COP,14/05/2004,14/05/2004
2719.89,COP,15/05/2004,17/05/2004
2713.30,COP,18/05/2004,18/05/2004
2725.45,COP,19/05/2004,19/05/2004
2737.55,COP,20/05/2004,20/05/2004
2759.79,COP,21/05/2004,21/05/2004
2766.83,COP,22/05/2004,25/05/2004
2760.06,COP,26/05/2004,26/05/2004
2754.83,COP,27/05/2004,27/05/2004
2745.91,COP,28/05/2004,28/05/2004
2724.92,COP,29/05/2004,01/06/2004
2736.39,COP,02/06/2004,02/06/2004
2727.68,COP,03/06/2004,03/06/2004
2722.69,COP,04/06/2004,04/06/2004
2715.37,COP,05/06/2004,07/06/2004
2707.33,COP,08/06/2004,08/06/2004
2705.97,COP,09/06/2004,09/06/2004
2719.34,COP,10/06/2004,10/06/2004
2732.40,COP,11/06/2004,11/06/2004
2734.94,COP,12/06/2004,15/06/2004
2735.05,COP,16/06/2004,16/06/2004
2725.87,COP,17/06/2004,17/06/2004
2713.07,COP,18/06/2004,18/06/2004
2710.99,COP,19/06/2004,22/06/2004
2709.30,COP,23/06/2004,23/06/2004
2715.53,COP,24/06/2004,24/06/2004
2702.60,COP,25/06/2004,25/06/2004
2697.08,COP,26/06/2004,28/06/2004
2695.02,COP,29/06/2004,29/06/2004
2699.58,COP,30/06/2004,30/06/2004
2694.09,COP,01/07/2004,01/07/2004
2682.25,COP,02/07/2004,02/07/2004
2674.10,COP,03/07/2004,06/07/2004
2672.95,COP,07/07/2004,07/07/2004
2675.05,COP,08/07/2004,08/07/2004
2677.42,COP,09/07/2004,09/07/2004
2668.83,COP,10/07/2004,12/07/2004
2670.01,COP,13/07/2004,13/07/2004
2674.41,COP,14/07/2004,14/07/2004
2662.19,COP,15/07/2004,15/07/2004
2642.78,COP,16/07/2004,16/07/2004
2628.30,COP,17/07/2004,19/07/2004
2632.64,COP,20/07/2004,21/07/2004
2633.14,COP,22/07/2004,22/07/2004
2619.84,COP,23/07/2004,23/07/2004
2628.46,COP,24/07/2004,26/07/2004
2636.32,COP,27/07/2004,27/07/2004
2639.72,COP,28/07/2004,28/07/2004
2634.44,COP,29/07/2004,29/07/2004
2619.55,COP,30/07/2004,30/07/2004
2612.44,COP,31/07/2004,02/08/2004
2613.58,COP,03/08/2004,03/08/2004
2055.43,COP,29/10/2014,29/10/2014
2044.55,COP,30/10/2014,30/10/2014
2050.52,COP,31/10/2014,31/10/2014
2061.92,COP,01/11/2014,04/11/2014
2076.99,COP,05/11/2014,05/11/2014
2081.24,COP,06/11/2014,06/11/2014
2086.86,COP,07/11/2014,07/11/2014
2103.25,COP,08/11/2014,10/11/2014
2103.12,COP,11/11/2014,12/11/2014
2115.59,COP,13/11/2014,13/11/2014
2941.08,COP,06/01/2017,06/01/2017
2919.01,COP,07/01/2017,10/01/2017
2949.60,COP,11/01/2017,11/01/2017
2980.80,COP,12/01/2017,12/01/2017
2930.19,COP,13/01/2017,13/01/2017
2935.96,COP,14/01/2017,17/01/2017
2924.77,COP,18/01/2017,18/01/2017
2934.58,COP,19/01/2017,19/01/2017
2938.24,COP,20/01/2017,20/01/2017
2927.91,COP,21/01/2017,23/01/2017
2908.53,COP,24/01/2017,24/01/2017
2932.01,COP,25/01/2017,25/01/2017
2927.53,COP,26/01/2017,26/01/2017
2936.72,COP,27/01/2017,27/01/2017
2930.17,COP,28/01/2017,30/01/2017
2936.66,COP,31/01/2017,31/01/2017
2921.90,COP,01/02/2017,01/02/2017
2906.78,COP,02/02/2017,02/02/2017
2882.20,COP,03/02/2017,03/02/2017
2855.80,COP,04/02/2017,06/02/2017
2853.99,COP,07/02/2017,07/02/2017
2867.76,COP,08/02/2017,08/02/2017
2879.49,COP,09/02/2017,09/02/2017
2862.63,COP,10/02/2017,10/02/2017
2851.98,COP,11/02/2017,13/02/2017
2875.46,COP,14/02/2017,14/02/2017
2867.64,COP,15/02/2017,15/02/2017
2876.03,COP,16/02/2017,16/02/2017
2875.68,COP,17/02/2017,17/02/2017
2902.81,COP,18/02/2017,21/02/2017
2902.68,COP,22/02/2017,22/02/2017
2893.55,COP,23/02/2017,23/02/2017
2871.67,COP,24/02/2017,24/02/2017
2886.52,COP,25/02/2017,27/02/2017
2896.27,COP,28/02/2017,28/02/2017
2919.17,COP,01/03/2017,01/03/2017
2935.75,COP,02/03/2017,02/03/2017
2960.91,COP,03/03/2017,03/03/2017
2977.43,COP,04/03/2017,06/03/2017
2966.67,COP,07/03/2017,07/03/2017
2972.44,COP,08/03/2017,08/03/2017
2987.88,COP,09/03/2017,09/03/2017
3004.43,COP,10/03/2017,10/03/2017
2980.83,COP,11/03/2017,13/03/2017
2987.93,COP,14/03/2017,14/03/2017
2997.73,COP,15/03/2017,15/03/2017
2972.61,COP,16/03/2017,16/03/2017
2923.96,COP,17/03/2017,17/03/2017
2912.53,COP,18/03/2017,21/03/2017
2904.87,COP,22/03/2017,22/03/2017
2936.82,COP,23/03/2017,23/03/2017
2921.25,COP,24/03/2017,24/03/2017
2899.94,COP,25/03/2017,27/03/2017
2913.48,COP,28/03/2017,28/03/2017
2911.99,COP,29/03/2017,29/03/2017
2888.02,COP,30/03/2017,30/03/2017
2880.24,COP,31/03/2017,31/03/2017
2885.57,COP,01/04/2017,03/04/2017
2866.87,COP,04/04/2017,04/04/2017
2869.32,COP,05/04/2017,05/04/2017
2857.65,COP,06/04/2017,06/04/2017
2853.10,COP,07/04/2017,07/04/2017
2858.00,COP,08/04/2017,10/04/2017
2867.13,COP,11/04/2017,11/04/2017
2868.60,COP,12/04/2017,12/04/2017
2872.55,COP,13/04/2017,17/04/2017
2854.89,COP,18/04/2017,18/04/2017
2837.90,COP,19/04/2017,19/04/2017
2856.48,COP,20/04/2017,20/04/2017
2863.39,COP,21/04/2017,21/04/2017
2868.89,COP,22/04/2017,24/04/2017
2871.98,COP,25/04/2017,25/04/2017
2899.13,COP,26/04/2017,26/04/2017
2928.07,COP,27/04/2017,27/04/2017
2944.31,COP,28/04/2017,28/04/2017
2947.85,COP,29/04/2017,02/05/2017
2945.53,COP,03/05/2017,03/05/2017
2930.17,COP,04/05/2017,04/05/2017
2967.44,COP,05/05/2017,05/05/2017
2961.78,COP,06/05/2017,08/05/2017
2959.26,COP,09/05/2017,09/05/2017
2967.24,COP,10/05/2017,10/05/2017
2949.35,COP,11/05/2017,11/05/2017
2933.92,COP,12/05/2017,12/05/2017
2918.69,COP,13/05/2017,15/05/2017
2194.98,COP,05/10/2000,05/10/2000
2170.32,COP,26/10/2000,26/10/2000
2185.06,COP,06/10/2000,06/10/2000
2187.38,COP,07/10/2000,09/10/2000
2184.26,COP,10/10/2000,10/10/2000
2182.17,COP,11/10/2000,11/10/2000
2175.97,COP,12/10/2000,12/10/2000
2175.96,COP,13/10/2000,13/10/2000
2180.69,COP,14/10/2000,17/10/2000
2178.13,COP,18/10/2000,18/10/2000
2162.86,COP,19/10/2000,19/10/2000
2152.31,COP,20/10/2000,20/10/2000
2159.79,COP,21/10/2000,23/10/2000
2157.84,COP,24/10/2000,24/10/2000
2153.18,COP,25/10/2000,25/10/2000
2167.26,COP,27/10/2000,27/10/2000
2158.14,COP,28/10/2000,30/10/2000
2158.36,COP,31/10/2000,31/10/2000
2147.89,COP,01/11/2000,01/11/2000
2138.95,COP,02/11/2000,02/11/2000
2136.73,COP,03/11/2000,03/11/2000
2139.21,COP,04/11/2000,07/11/2000
2134.08,COP,08/11/2000,08/11/2000
2124.84,COP,09/11/2000,09/11/2000
2127.51,COP,10/11/2000,10/11/2000
2126.41,COP,11/11/2000,14/11/2000
2125.17,COP,15/11/2000,15/11/2000
2125.31,COP,16/11/2000,16/11/2000
2121.64,COP,17/11/2000,17/11/2000
2122.63,COP,18/11/2000,20/11/2000
2122.61,COP,21/11/2000,21/11/2000
2124.16,COP,22/11/2000,22/11/2000
2131.76,COP,23/11/2000,23/11/2000
2141.14,COP,24/11/2000,24/11/2000
2141.91,COP,25/11/2000,27/11/2000
2158.05,COP,28/11/2000,28/11/2000
2169.82,COP,29/11/2000,29/11/2000
2172.84,COP,30/11/2000,30/11/2000
2168.60,COP,01/12/2000,01/12/2000
2174.85,COP,02/12/2000,04/12/2000
2180.30,COP,05/12/2000,05/12/2000
2184.18,COP,06/12/2000,06/12/2000
2174.29,COP,07/12/2000,07/12/2000
2176.33,COP,08/12/2000,11/12/2000
2175.57,COP,12/12/2000,12/12/2000
2183.08,COP,13/12/2000,13/12/2000
2186.87,COP,14/12/2000,14/12/2000
2184.76,COP,15/12/2000,15/12/2000
2175.91,COP,16/12/2000,18/12/2000
2179.13,COP,19/12/2000,19/12/2000
2187.17,COP,20/12/2000,20/12/2000
2185.05,COP,21/12/2000,21/12/2000
2187.02,COP,22/12/2000,22/12/2000
2193.57,COP,23/12/2000,26/12/2000
2196.76,COP,27/12/2000,27/12/2000
2215.35,COP,28/12/2000,28/12/2000
2229.18,COP,29/12/2000,02/01/2001
2219.60,COP,03/01/2001,03/01/2001
2224.38,COP,04/01/2001,04/01/2001
2239.89,COP,05/01/2001,05/01/2001
2243.16,COP,06/01/2001,09/01/2001
2235.43,COP,10/01/2001,10/01/2001
2230.14,COP,11/01/2001,11/01/2001
2246.58,COP,12/01/2001,12/01/2001
2251.75,COP,13/01/2001,15/01/2001
2248.61,COP,16/01/2001,16/01/2001
2245.89,COP,17/01/2001,17/01/2001
2236.46,COP,18/01/2001,18/01/2001
2246.74,COP,19/01/2001,19/01/2001
2244.59,COP,20/01/2001,22/01/2001
2240.02,COP,23/01/2001,23/01/2001
2255.82,COP,24/01/2001,24/01/2001
1345.65,COP,03/07/1998,03/07/1998
1348.06,COP,04/07/1998,06/07/1998
1357.78,COP,07/07/1998,07/07/1998
1368.16,COP,08/07/1998,08/07/1998
1369.12,COP,09/07/1998,09/07/1998
1370.45,COP,10/07/1998,10/07/1998
1374.23,COP,11/07/1998,13/07/1998
1380.27,COP,14/07/1998,14/07/1998
1381.22,COP,15/07/1998,15/07/1998
1378.01,COP,16/07/1998,16/07/1998
1376.74,COP,17/07/1998,17/07/1998
1381.54,COP,18/07/1998,21/07/1998
1380.87,COP,22/07/1998,22/07/1998
1376.87,COP,23/07/1998,23/07/1998
2264.01,COP,10/03/2001,12/03/2001
2275.98,COP,13/03/2001,13/03/2001
2275.92,COP,14/03/2001,14/03/2001
1915.72,COP,05/11/2011,08/11/2011
1908.71,COP,09/11/2011,09/11/2011
1917.69,COP,10/11/2011,10/11/2011
1913.65,COP,11/11/2011,15/11/2011
1915.41,COP,16/11/2011,16/11/2011
1912.20,COP,17/11/2011,17/11/2011
1910.83,COP,18/11/2011,18/11/2011
1917.45,COP,19/11/2011,21/11/2011
1928.47,COP,22/11/2011,22/11/2011
1925.39,COP,23/11/2011,23/11/2011
1932.63,COP,24/11/2011,25/11/2011
1948.48,COP,26/11/2011,28/11/2011
1946.28,COP,29/11/2011,29/11/2011
1967.18,COP,30/11/2011,30/11/2011
1948.51,COP,01/12/2011,01/12/2011
1949.56,COP,02/12/2011,02/12/2011
1938.83,COP,03/12/2011,05/12/2011
1936.29,COP,06/12/2011,06/12/2011
1936.11,COP,07/12/2011,07/12/2011
1930.57,COP,08/12/2011,09/12/2011
1927.10,COP,10/12/2011,12/12/2011
1932.30,COP,13/12/2011,13/12/2011
1929.01,COP,14/12/2011,14/12/2011
1937.60,COP,15/12/2011,15/12/2011
1935.96,COP,16/12/2011,16/12/2011
1935.64,COP,17/12/2011,19/12/2011
1939.39,COP,20/12/2011,20/12/2011
1932.08,COP,21/12/2011,21/12/2011
1935.72,COP,22/12/2011,22/12/2011
1927.71,COP,23/12/2011,23/12/2011
1920.93,COP,24/12/2011,27/12/2011
1920.16,COP,28/12/2011,28/12/2011
1938.52,COP,29/12/2011,29/12/2011
1942.70,COP,30/12/2011,03/01/2012
1915.02,COP,04/01/2012,04/01/2012
1898.24,COP,05/01/2012,05/01/2012
1884.44,COP,06/01/2012,06/01/2012
1884.47,COP,07/01/2012,10/01/2012
1865.07,COP,11/01/2012,11/01/2012
1854.17,COP,12/01/2012,12/01/2012
1842.47,COP,13/01/2012,13/01/2012
1841.31,COP,14/01/2012,17/01/2012
1836.34,COP,18/01/2012,18/01/2012
1827.24,COP,19/01/2012,19/01/2012
1821.86,COP,20/01/2012,20/01/2012
1989.70,COP,25/12/2007,26/12/2007
2878.39,COP,10/10/2003,10/10/2003
2868.85,COP,11/10/2003,14/10/2003
2865.32,COP,15/10/2003,15/10/2003
2873.70,COP,16/10/2003,16/10/2003
2867.75,COP,17/10/2003,17/10/2003
2865.04,COP,18/10/2003,20/10/2003
2864.34,COP,21/10/2003,21/10/2003
2864.25,COP,22/10/2003,22/10/2003
2870.01,COP,23/10/2003,23/10/2003
2872.55,COP,24/10/2003,24/10/2003
2857.88,COP,25/10/2003,27/10/2003
2882.77,COP,28/10/2003,28/10/2003
2879.34,COP,29/10/2003,29/10/2003
2870.11,COP,30/10/2003,30/10/2003
2884.17,COP,31/10/2003,31/10/2003
2878.05,COP,01/11/2003,04/11/2003
2869.46,COP,05/11/2003,05/11/2003
2856.34,COP,06/11/2003,06/11/2003
2854.17,COP,07/11/2003,07/11/2003
2843.82,COP,08/11/2003,10/11/2003
2840.41,COP,11/11/2003,12/11/2003
2845.69,COP,13/11/2003,13/11/2003
2850.24,COP,14/11/2003,14/11/2003
2842.53,COP,15/11/2003,18/11/2003
2831.97,COP,19/11/2003,19/11/2003
2826.60,COP,20/11/2003,20/11/2003
2831.10,COP,21/11/2003,21/11/2003
2836.45,COP,22/11/2003,24/11/2003
2838.02,COP,25/11/2003,25/11/2003
2839.20,COP,26/11/2003,26/11/2003
2838.70,COP,27/11/2003,28/11/2003
2836.05,COP,29/11/2003,01/12/2003
2829.08,COP,02/12/2003,02/12/2003
2817.14,COP,03/12/2003,03/12/2003
2815.19,COP,04/12/2003,04/12/2003
2815.33,COP,05/12/2003,05/12/2003
2808.42,COP,06/12/2003,09/12/2003
2822.78,COP,10/12/2003,10/12/2003
767.99,COP,26/03/1993,26/03/1993
773.22,COP,17/04/1993,19/04/1993
773.70,COP,20/04/1993,20/04/1993
773.97,COP,21/04/1993,21/04/1993
774.34,COP,22/04/1993,22/04/1993
775.05,COP,23/04/1993,23/04/1993
775.32,COP,24/04/1993,26/04/1993
775.20,COP,27/04/1993,27/04/1993
774.52,COP,28/04/1993,28/04/1993
810.88,COP,21/09/1993,21/09/1993
809.75,COP,22/09/1993,22/09/1993
810.04,COP,23/09/1993,23/09/1993
810.55,COP,24/09/1993,24/09/1993
809.93,COP,25/09/1993,27/09/1993
809.55,COP,28/09/1993,28/09/1993
809.69,COP,29/09/1993,29/09/1993
810.84,COP,30/09/1993,30/09/1993
811.31,COP,01/10/1993,01/10/1993
812.29,COP,02/10/1993,04/10/1993
812.27,COP,05/10/1993,05/10/1993
812.75,COP,06/10/1993,06/10/1993
812.54,COP,07/10/1993,07/10/1993
811.91,COP,08/10/1993,08/10/1993
811.28,COP,09/10/1993,11/10/1993
811.19,COP,12/10/1993,12/10/1993
811.47,COP,13/10/1993,13/10/1993
811.18,COP,18/09/1993,20/09/1993
811.46,COP,14/10/1993,14/10/1993
812.41,COP,15/10/1993,15/10/1993
813.28,COP,16/10/1993,19/10/1993
813.79,COP,20/10/1993,20/10/1993
816.41,COP,21/10/1993,21/10/1993
819.26,COP,22/10/1993,22/10/1993
819.41,COP,23/10/1993,25/10/1993
819.44,COP,26/10/1993,26/10/1993
819.55,COP,27/10/1993,27/10/1993
818.98,COP,28/10/1993,28/10/1993
660.46,COP,27/05/1992,27/05/1992
660.16,COP,28/05/1992,28/05/1992
660.99,COP,29/05/1992,29/05/1992
664.37,COP,30/05/1992,02/06/1992
666.11,COP,03/06/1992,03/06/1992
664.30,COP,04/06/1992,04/06/1992
666.47,COP,05/06/1992,05/06/1992
664.36,COP,06/06/1992,08/06/1992
665.91,COP,09/06/1992,09/06/1992
665.92,COP,10/06/1992,10/06/1992
667.96,COP,11/06/1992,11/06/1992
667.52,COP,12/06/1992,12/06/1992
669.55,COP,13/06/1992,15/06/1992
671.36,COP,16/06/1992,16/06/1992
675.76,COP,17/06/1992,17/06/1992
680.17,COP,18/06/1992,18/06/1992
678.25,COP,19/06/1992,19/06/1992
683.37,COP,20/06/1992,23/06/1992
690.08,COP,24/06/1992,24/06/1992
699.09,COP,25/06/1992,25/06/1992
701.83,COP,26/06/1992,26/06/1992
697.57,COP,27/06/1992,30/06/1992
695.36,COP,01/07/1992,01/07/1992
694.43,COP,02/07/1992,02/07/1992
693.71,COP,03/07/1992,03/07/1992
1043.89,COP,14/09/1996,16/09/1996
1042.80,COP,17/09/1996,17/09/1996
1038.90,COP,18/09/1996,18/09/1996
1035.94,COP,19/09/1996,19/09/1996
1037.10,COP,20/09/1996,20/09/1996
1037.11,COP,21/09/1996,23/09/1996
1038.09,COP,24/09/1996,24/09/1996
1040.36,COP,25/09/1996,25/09/1996
1030.25,COP,26/09/1996,26/09/1996
1027.68,COP,27/09/1996,27/09/1996
1025.06,COP,28/09/1996,30/09/1996
1027.08,COP,01/10/1996,01/10/1996
